id,category,index,text
68,68,1,Special Week①
68,68,2,Special Week①
68,68,3,Tokai Teio①
68,68,4,Maruzensky①
68,68,5,Fuji Kiseki①
68,68,6,Oguri Cap①
68,68,7,Gold Ship①
68,68,8,Vodka①
68,68,9,Daiwa Scarlet①
68,68,10,Taiki Shuttle①
68,68,11,Grass Wonder①
68,68,12,Hishi Amazon①
68,68,13,Mejiro McQueen①
68,68,14,El Condor Pasa①
68,68,15,TM Opera O①
68,68,17,Symboli Rudolf①
68,68,18,Air Groove①
68,68,19,Agnes Digital①
68,68,20,Seiun Sky①
68,68,21,Tamamo Cross①
68,68,22,Fine Motion①
68,68,23,Biwa Hayahide①
68,68,24,Mayano Top Gun①
68,68,25,Mahattan Cafe①
68,68,26,Mihono Bourbon①
68,68,27,Mejiro Ryan①
68,68,29,Yukino Bijin①
68,68,30,Rice Shower①
68,68,31,Ines Fujin①
68,68,32,Agnes Tachyon①
68,68,35,Winning Ticket①
68,68,36,Air Shakur①
68,68,37,Eishin Flash①
68,68,40,Gold City①
68,68,41,Sakura Bakushin O①
68,68,45,Super Creek①
68,68,46,Smart Falcon①
68,68,50,Narita Taishin①
68,68,51,Nishino Flower①
68,68,52,Haru Urara①
68,68,54,Biko Pegasus①
68,68,55,Marvelous Sunday①
68,68,56,Matikanefukukitaru①
68,68,58,Meisho Doto①
68,68,59,Mejiro Dober①
68,68,60,Nice Nature①
68,68,61,King Halo①
68,68,8001,たづなさんのアドバイス
68,68,8002,たづなさんのアドバイス
68,68,8003,たづなさんのアドバイス
68,68,8004,たづなさんのアドバイス
68,68,8005,たづなさんのアドバイス
68,68,8006,たづなさんのアドバイス
68,68,8007,たづなさんのアドバイス
68,68,8008,たづなさんのアドバイス
68,68,8009,たづなさんのアドバイス
68,68,8010,たづなさんのアドバイス
68,68,8011,たづなさんのアドバイス
68,68,8012,たづなさんのアドバイス
68,68,8013,たづなさんのアドバイス
68,68,8014,たづなさんのアドバイス
68,68,8015,たづなさんのアドバイス
68,68,8016,たづなさんのアドバイス
68,68,8017,たづなさんのアドバイス
68,68,8018,たづなさんのアドバイス
68,68,8019,たづなさんのアドバイス
68,68,8020,たづなさんのアドバイス
68,68,8021,たづなさんのアドバイス
68,68,8022,たづなさんのアドバイス
68,68,8023,たづなさんのアドバイス
68,68,8024,たづなさんのアドバイス
68,68,8025,たづなさんのアドバイス
68,68,8026,たづなさんのアドバイス
68,68,8027,たづなさんのアドバイス
68,68,8028,たづなさんのアドバイス
68,68,8029,たづなさんのアドバイス
68,68,8030,たづなさんのアドバイス
68,68,8031,たづなさんのアドバイス
68,68,8032,たづなさんのアドバイス
68,68,8033,たづなさんのアドバイス
