id,category,index,text
47,47,10071,Warning Shot!
47,47,10081,Accelerator X
47,47,10091,Red Ace
47,47,10111,Desire to Win
47,47,10141,Hot Blooded ☆ Amigo
47,47,10181,Empress・Pride
47,47,10241,Victory Kiss ☆
47,47,10271,Burning Muscles
47,47,10321,introduction：My body
47,47,10351,Full Power for V
47,47,10411,Class President + Speed = Bakushin
47,47,10451,Clear Heart
47,47,10521,"Ready, Steady, Go!"
47,47,10561,"Come, Come!"
47,47,10601,"You know, sometimes even I can…"
47,47,10611,Call me KING
47,47,100011,Shooting Star
47,47,100021,I'm not giving up the lead…!
47,47,100031,Ultimate Teio Step
47,47,100041,Red Flame Gear/LP1211-M
47,47,100061,The Beat of Victory
47,47,100071,"Unsinkable ship, anchored!"
47,47,100081,Cutting × DRIVE!
47,47,100091,Brilliant Red Ace
47,47,100101,Victory Shot!
47,47,100111,"Where there's a will, there's a way"
47,47,100121,One-on-one! Dead heat!
47,47,100131,Fulfilling your noble duty
47,47,100141,Plancha ☆ Ganador
47,47,100151,Dance for Vittoria
47,47,100161,Shadow Break
47,47,100171,"Thou, witness the heavenly might of the Emperor"
47,47,100181,Blaze of Pride
47,47,100201,Angling×Scheming
47,47,100231,∴win Q.E.D.
47,47,100241,Inspiration ☆ Landing
47,47,100261,G00 1st.F∞;
47,47,100271,Let's anabolic!
47,47,100301,Blue Rose Chaser
47,47,100321,U=ma2
47,47,100351,"The ticket to victory, for you!"
47,47,100381,#LookatCurren
47,47,100411,Honor Student x Bakushin = Big Victory
47,47,100451,Purity of Heart
47,47,100461,Sparkling☆STARDOM
47,47,100501,Nemesis
47,47,100521,Exciting Climax
47,47,100561,"I'm coming, I'm coming, I'm coming!"
47,47,100601,"Surely, beyond...!"
47,47,100611,Pride of KING
47,47,110031,It's going to be me
47,47,110111,Gain Superior Heal
47,47,110131,For the Strongest Name
47,47,110141,Condor Onslaught
47,47,110181,"Summer Breeze, The Eternal Moment"
47,47,110241,Flowery ☆ Maneuver
47,47,200011,Right Turns ◎
47,47,200012,Right Turns ○
47,47,200013,Right Turns ×
47,47,200021,Left Turns ◎
47,47,200022,Left Turns ○
47,47,200023,Left Turns ×
47,47,200031,Tokyo Racetrack ◎
47,47,200032,Tokyo Racetrack ○
47,47,200033,Tokyo Racetrack ×
47,47,200041,Nakayama Racetrack ◎
47,47,200042,Nakayama Racetrack ○
47,47,200043,Nakayama Racetrack ×
47,47,200051,Hanshin Racetrack ◎
47,47,200052,Hanshin Racetrack ○
47,47,200053,Hanshin Racetrack ×
47,47,200061,Kyoto Racetrack ◎
47,47,200062,Kyoto Racetrack ○
47,47,200063,Kyoto Racetrack ×
47,47,200071,Chukyo Racetrack ◎
47,47,200072,Chukyo Racetrack ○
47,47,200073,Chukyo Racetrack ×
47,47,200081,Sapporo Racetrack ◎
47,47,200082,Sapporo Racetrack ○
47,47,200083,Sapporo Racetrack ×
47,47,200091,Hakodate Racetrack ◎
47,47,200092,Hakodate Racetrack ○
47,47,200093,Hakodate Racetrack ×
47,47,200101,Fukushima Racetrack ◎
47,47,200102,Fukushima Racetrack ○
47,47,200103,Fukushima Racetrack ×
47,47,200111,Niigata Racetrack ◎
47,47,200112,Niigata Racetrack ○
47,47,200113,Niigata Racetrack ×
