id,category,index,text
191,191,1,『はじめまして！』
191,191,2,『いってきます』はここから
191,191,3,ようこそトレセン学園へ！
191,191,4,早すぎた1日
191,191,5,ここで走る意味
191,191,6,眠れない夜、そして
191,191,7,『唯一抜きんでて並ぶ者無し』
191,191,8,きっとここから、必ずここで
191,191,9,はじまりは風
191,191,10,憧れへ向かって！
191,191,11,フツーじゃない先輩たち
191,191,12,フツーな先輩……？
191,191,13,キャラじゃないって！
191,191,14,偵察！“魔物”たち！
191,191,15,トレセン学園の“ふつう”
191,191,16,風のはじまり
191,191,17,開催！ビューティードリームカップ！
191,191,18,はらはら波乱の幕開け
191,191,19,“なりたいもの”のために
191,191,20,あの日の憧れ、変わらぬ想い
191,191,21,少女たちのプロポーズ
191,191,22,突きつけられた選択肢
191,191,23,これがボーノな選択
191,191,24,そしてビューティーなエンディング
191,191,25,幻想世界へ
191,191,26,ウマ娘はチーター？
191,191,27,戦闘！メイクデビュー
191,191,28,襲来！二大魔将
191,191,29,対決！ウマ王
191,191,30,第1回ファンタジー記念
191,191,31,ラスボス覚醒
191,191,32,It's not a fantasy
