id,category,index,text
65,65,100101,新人トレーナー
65,65,100102,頼れるトレーナー
65,65,100103,ベテラントレーナー
65,65,100104,トップトレーナー
65,65,100105,スタートレーナー
65,65,100106,レジェンドトレーナー
65,65,100120,1000本ダッシュ
65,65,100130,グッドコンディション
65,65,100150,ファイナルズ・チャンピオン
65,65,100151,八大競走完全制覇
65,65,100170,クレーンゲームの達人
65,65,100190,温泉博士
65,65,100201,上手
65,65,100202,名人
65,65,100203,達人
65,65,100204,名伯楽
65,65,100301,期待の新鋭
65,65,100302,歴戦の猛者
65,65,100303,新たなる伝説
65,65,100304,天下無双
65,65,100401,GⅢ制覇
65,65,100402,GⅡ制覇
65,65,100403,GⅠ制覇
65,65,100501,札幌リーディング
65,65,100502,函館リーディング
65,65,100503,新潟リーディング
65,65,100504,福島リーディング
65,65,100505,中山リーディング
65,65,100506,東京リーディング
65,65,100507,中京リーディング
65,65,100508,京都リーディング
65,65,100509,阪神リーディング
65,65,100510,小倉リーディング
65,65,100530,STEP BY STEP
65,65,100540,伝説への第一歩
65,65,100541,レジェンドキラー
65,65,100550,チーム一丸
65,65,100551,トップクラス
65,65,100552,トレジャーハンター
65,65,100601,うまぴょい伝説
65,65,100602,彩 Phantasia
65,65,100603,Make debut!
65,65,100604,ENDLESS DREAM!!
65,65,100605,NEXT FRONTIER
65,65,100606,UNLIMITED IMPACT
65,65,100607,Special Record!
65,65,100608,はじまりのSignal
65,65,100609,ささやかな祈り
65,65,100610,本能スピード
65,65,100611,winning the soul
65,65,100612,ユメヲカケル！
65,65,100613,夢の三連覇
65,65,100614,涙ひかって明日になれ！
65,65,100701,Introverted
65,65,100702,コミュ力
65,65,100703,人気者
65,65,100704,著名人
65,65,100705,インフルエンサー
65,65,101101,名スカウト
65,65,101102,伝説のスカウト
65,65,101120,タレントメーカー
65,65,101201,サポート収集家
65,65,101202,サポートコレクター
65,65,101301,小金持ち
65,65,101302,お金持ち
65,65,101400,ストーリーテラー
65,65,101401,駆け出しの一等星
65,65,101402,小さなHard Worker
65,65,101403,夢を掴む特急券
65,65,101501,Special Weekとの出会い
65,65,101502,Special Week担当
65,65,101503,Special Week専属
65,65,101504,Special Week名手
65,65,101601,Special Weekとの出会い
65,65,101602,Special Week担当
65,65,101603,Special Week専属
65,65,101604,Special Week名手
65,65,101701,Tokai Teioとの出会い
65,65,101702,Tokai Teio担当
65,65,101703,Tokai Teio専属
65,65,101704,Tokai Teio名手
65,65,101801,Maruzenskyとの出会い
65,65,101802,Maruzensky担当
65,65,101803,Maruzensky専属
65,65,101804,Maruzensky名手
65,65,102001,Oguri Capとの出会い
65,65,102002,Oguri Cap担当
65,65,102003,Oguri Cap専属
65,65,102004,Oguri Cap名手
65,65,102101,Gold Shipとの出会い
65,65,102102,Gold Ship担当
65,65,102103,Gold Ship専属
65,65,102104,Gold Ship名手
65,65,102201,Vodkaとの出会い
65,65,102202,Vodka担当
65,65,102203,Vodka専属
65,65,102204,Vodka名手
65,65,102301,Daiwa Scarletとの出会い
65,65,102302,Daiwa Scarlet担当
65,65,102303,Daiwa Scarlet専属
65,65,102304,Daiwa Scarlet名手
65,65,102401,Taiki Shuttleとの出会い
65,65,102402,Taiki Shuttle担当
65,65,102403,Taiki Shuttle専属
65,65,102404,Taiki Shuttle名手
65,65,102501,Grass Wonderとの出会い
65,65,102502,Grass Wonder担当
65,65,102503,Grass Wonder専属
65,65,102504,Grass Wonder名手
65,65,102601,Hishi Amazonとの出会い
65,65,102602,Hishi Amazon担当
65,65,102603,Hishi Amazon専属
65,65,102604,Hishi Amazon名手
65,65,102701,Mejiro McQueenとの出会い
65,65,102702,Mejiro McQueen担当
65,65,102703,Mejiro McQueen専属
65,65,102704,Mejiro McQueen名手
65,65,102801,El Condor Pasaとの出会い
65,65,102802,El Condor Pasa担当
65,65,102803,El Condor Pasa専属
65,65,102804,El Condor Pasa名手
65,65,102901,TM Opera Oとの出会い
65,65,102902,TM Opera O担当
65,65,102903,TM Opera O専属
65,65,102904,TM Opera O名手
65,65,103001,Symboli Rudolfとの出会い
65,65,103002,Symboli Rudolf担当
65,65,103003,Symboli Rudolf専属
65,65,103004,Symboli Rudolf名手
65,65,103101,Air Grooveとの出会い
65,65,103102,Air Groove担当
65,65,103103,Air Groove専属
65,65,103104,Air Groove名手
65,65,103201,Seiun Skyとの出会い
65,65,103202,Seiun Sky担当
65,65,103203,Seiun Sky専属
65,65,103204,Seiun Sky名手
65,65,103301,Mayano Top Gunとの出会い
65,65,103302,Mayano Top Gun担当
65,65,103303,Mayano Top Gun専属
65,65,103304,Mayano Top Gun名手
65,65,103401,Mejiro Ryanとの出会い
65,65,103402,Mejiro Ryan担当
65,65,103403,Mejiro Ryan専属
65,65,103404,Mejiro Ryan名手
65,65,103501,Rice Showerとの出会い
65,65,103502,Rice Shower担当
65,65,103503,Rice Shower専属
65,65,103504,Rice Shower名手
65,65,103601,Agnes Tachyonとの出会い
65,65,103602,Agnes Tachyon担当
65,65,103603,Agnes Tachyon専属
